loss,accuracy,val_loss,val_accuracy,epoch,signal
0.9478371739387512,0.5881961584091187,1.1710734367370605,0.6571487784385681,0.0,
0.6876648664474487,0.6891105771064758,1.2876001596450806,0.6436824798583984,1.0,
0.6194185018539429,0.7235868573188782,1.2799888849258423,0.6578969359397888,2.0,
0.5891872048377991,0.7429343461990356,1.2385200262069702,0.6625935435295105,3.0,
0.571778416633606,0.7516209483146667,1.2434048652648926,0.6682876348495483,4.0,
0.5576160550117493,0.7565669417381287,1.3190100193023682,0.6663341522216797,5.0,
0.5505973100662231,0.760494589805603,1.3257359266281128,0.6508312821388245,6.0,
0.5421676635742188,0.7653158903121948,1.2498716115951538,0.6734414100646973,7.0,
0.5341060757637024,0.7650665044784546,1.2735627889633179,0.6649210453033447,8.0,
0.5311176180839539,0.7664172649383545,1.2427209615707397,0.6681629419326782,9.0,
,,,,,"[0.7000898122787476, 0.7455219030380249]"
