accuracy,loss,val_accuracy,val_loss,epoch,signal
0.7232712507247925,0.7258209586143494,0.6880331039428711,1.1623296737670898,0.0,
0.7856625318527222,0.5433314442634583,0.6878675222396851,1.226952075958252,1.0,
0.8001449108123779,0.5002387166023254,0.6889441013336182,1.3749260902404785,2.0,
0.8113147020339966,0.4737608730792999,0.6852173805236816,1.4009151458740234,3.0,
0.8186438679695129,0.4558471739292145,0.6898550987243652,1.3321207761764526,4.0,
0.8244927525520325,0.4425234794616699,0.6899378895759583,1.2980146408081055,5.0,
0.8251138925552368,0.43803223967552185,0.6874948143959045,1.3398383855819702,6.0,
0.8283126354217529,0.43327388167381287,0.6830641627311707,1.4358983039855957,7.0,
0.8297204971313477,0.4277639091014862,0.6774741411209106,1.3979045152664185,8.0,
0.8322049975395203,0.4244384765625,0.6709730625152588,1.3026134967803955,9.0,
0.8322774171829224,0.4206089377403259,0.67929607629776,1.3443840742111206,10.0,
0.833550751209259,0.41989192366600037,0.683685302734375,1.3859730958938599,11.0,
0.8342960476875305,0.41335538029670715,0.681532084941864,1.392843246459961,12.0,
0.8331573605537415,0.4173026978969574,0.6874948143959045,1.3171517848968506,13.0,
0.8367184400558472,0.4115731716156006,0.6906003952026367,1.4396198987960815,14.0,
0.8367391228675842,0.4135471284389496,0.6906418204307556,1.3255990743637085,15.0,
0.837028980255127,0.4116034209728241,0.6867080926895142,1.482308268547058,16.0,
0.837049663066864,0.4084952771663666,0.6881159543991089,1.408079743385315,17.0,
0.8372877836227417,0.41055232286453247,0.6870807409286499,1.3893303871154785,18.0,
0.8371739387512207,0.4115569591522217,0.6873705983161926,1.4956531524658203,19.0,
0.8370910882949829,0.4083642363548279,0.6871221661567688,1.4377542734146118,20.0,
0.8395237922668457,0.40577030181884766,0.6922567486763,1.4674115180969238,21.0,
0.8369461894035339,0.41291335225105286,0.6854244470596313,1.5397945642471313,22.0,
0.8363146781921387,0.4141986668109894,0.6920082569122314,1.3934177160263062,23.0,
0.8376397490501404,0.4108910858631134,0.6913043260574341,1.61300790309906,24.0,
0.8404554724693298,0.4045999050140381,0.6927950382232666,1.5175342559814453,25.0,
0.8395134806632996,0.408202201128006,0.6857970952987671,1.4019792079925537,26.0,
0.8359730839729309,0.4111334979534149,0.6949482560157776,1.4264947175979614,27.0,
0.8402174115180969,0.41075578331947327,0.6870807409286499,1.4069865942001343,28.0,
0.8396687507629395,0.40346115827560425,0.6919668912887573,1.5081146955490112,29.0,
0.8386231660842896,0.4072505533695221,0.6884471774101257,1.488760232925415,30.0,
0.8385196924209595,0.40512117743492126,0.6872463822364807,1.624190330505371,31.0,
0.8398757576942444,0.4049377739429474,0.6915941834449768,1.426635980606079,32.0,
0.840238094329834,0.4038483500480652,0.6921738982200623,1.5106054544448853,33.0,
0.8394513726234436,0.40557315945625305,0.6894823908805847,1.4837532043457031,34.0,
0.8399482369422913,0.4034264087677002,0.6874948143959045,1.4967318773269653,35.0,
0.8401138782501221,0.4015178978443146,0.6920082569122314,1.5413099527359009,36.0,
0.8415942192077637,0.40487146377563477,0.6874533891677856,1.5291006565093994,37.0,
0.8394720554351807,0.4057545065879822,0.682567298412323,1.4503835439682007,38.0,
0.8398965001106262,0.40198060870170593,0.6879088878631592,1.4602912664413452,39.0,
0.8405900597572327,0.4022481143474579,0.6912215352058411,1.4890984296798706,40.0,
