loss,val_loss,epoch
0.31933537125587463,0.12679368257522583,0
0.11906079947948456,0.1469281017780304,1
0.09779390692710876,0.06716562807559967,2
0.08082164078950882,0.08661820739507675,3
0.07402083277702332,0.07421309500932693,4
0.06159070506691933,0.06878840178251266,5
0.06870317459106445,0.0692245289683342,6
0.06725172698497772,0.06341376155614853,7
0.06967801600694656,0.08440087735652924,8
0.06715741008520126,0.06359823048114777,9
0.0679735615849495,0.08289521187543869,10
0.060081638395786285,0.06735004484653473,11
0.058670833706855774,0.05973118171095848,12
0.04909200966358185,0.06093992292881012,13
0.047694310545921326,0.046625737100839615,14
0.05038607120513916,0.053058233112096786,15
0.054163720458745956,0.06942790001630783,16
0.05452759191393852,0.05489517003297806,17
0.047709930688142776,0.07071340829133987,18
0.046644292771816254,0.044683534651994705,19
0.04239257425069809,0.04148009046912193,20
0.045040737837553024,0.05097507685422897,21
0.0459192618727684,0.0535765178501606,22
0.04423537477850914,0.05559253692626953,23
0.04364504665136337,0.04439089447259903,24
0.04735904186964035,0.047958970069885254,25
0.04608548805117607,0.057916417717933655,26
0.04774918779730797,0.044836048036813736,27
0.04088274762034416,0.03821016848087311,28
0.03955007717013359,0.06405109912157059,29
0.04121629521250725,0.05431699380278587,30
0.042960211634635925,0.04844566807150841,31
0.04407467693090439,0.05371337756514549,32
0.040200866758823395,0.046428244560956955,33
0.037679992616176605,0.05145406723022461,34
0.04298759624361992,0.056138746440410614,35
0.0414341501891613,0.056772492825984955,36
0.04324231296777725,0.049610987305641174,37
0.04015228897333145,0.044684037566185,38
0.03842843323945999,0.04084001109004021,39
0.035482537001371384,0.04464755207300186,40
0.03968369960784912,0.04315778240561485,41
0.0415227897465229,0.06138760223984718,42
0.04046652093529701,0.047044601291418076,43
0.041212935000658035,0.06002194806933403,44
0.05059259384870529,0.04659360274672508,45
0.051461491733789444,0.054527536034584045,46
0.04106583446264267,0.0492960661649704,47
0.03947046771645546,0.04231669753789902,48
0.04095880314707756,0.048036839812994,49
0.04252741485834122,0.04500914365053177,50
0.04170931503176689,0.05009724199771881,51
0.041785478591918945,0.054573532193899155,52
0.04065680131316185,0.03313182294368744,53
0.03578900173306465,0.04399847611784935,54
0.04007555544376373,0.03796067088842392,55
0.03918205201625824,0.04255133122205734,56
0.03569725900888443,0.06632936745882034,57
0.03935391083359718,0.04168131202459335,58
0.03637629374861717,0.04159362241625786,59
0.03664669767022133,0.05204853042960167,60
0.03653062880039215,0.0464058481156826,61
