accuracy,loss,val_accuracy,val_loss,epoch,test_loss
0.6648159623146057,0.9490215182304382,0.6595091819763184,0.8074898719787598,0.0,
0.751134991645813,0.5699862837791443,0.752638041973114,0.4911589026451111,1.0,
0.7947239279747009,0.443480521440506,0.7811042666435242,0.4336293339729309,2.0,
0.8139263987541199,0.3847021460533142,0.8223313093185425,0.36803773045539856,3.0,
0.8302147388458252,0.3459762930870056,0.8084662556648254,0.3538190722465515,4.0,
0.8440797328948975,0.31085851788520813,0.8244171738624573,0.3313676118850708,5.0,
0.8469018340110779,0.30256375670433044,0.8341104388237,0.29370349645614624,6.0,
0.8492331504821777,0.2974585294723511,0.808957040309906,0.36752229928970337,7.0,
0.8573926091194153,0.2778540551662445,0.839386522769928,0.30062875151634216,8.0,
0.854969322681427,0.2768188416957855,0.8279754519462585,0.3373987078666687,9.0,
0.8561656475067139,0.274938702583313,0.8217177987098694,0.3516002297401428,10.0,
0.8581594824790955,0.2760196924209595,0.8209816217422485,0.39963242411613464,11.0,
0.8597546219825745,0.27518272399902344,0.8552147150039673,0.256355881690979,12.0,
0.8587116599082947,0.268206924200058,0.8429448008537292,0.30990511178970337,13.0,
0.8594478368759155,0.27142301201820374,0.8301840424537659,0.3446049392223358,14.0,
0.861134946346283,0.2683562636375427,0.8368098139762878,0.3285791873931885,15.0,
0.860092043876648,0.2648104429244995,0.8482208847999573,0.2875901460647583,16.0,
0.860092043876648,0.2628413438796997,0.8337423205375671,0.3440152108669281,17.0,
0.8624846339225769,0.258626788854599,0.846380352973938,0.2918333113193512,18.0,
0.8623312711715698,0.26677778363227844,0.846380352973938,0.28289544582366943,19.0,
0.8635275959968567,0.25902941823005676,0.839386522769928,0.3023603856563568,20.0,
0.8634662628173828,0.25724074244499207,0.8284662365913391,0.3543987274169922,21.0,
0.8635889291763306,0.2697930634021759,0.8512883186340332,0.262888640165329,22.0,
0.8679447770118713,0.2561216354370117,0.8494478464126587,0.31873616576194763,23.0,
0.8650000095367432,0.2575357258319855,0.8418405055999756,0.30106744170188904,24.0,
0.865736186504364,0.2516140341758728,0.8618404865264893,0.2588656544685364,25.0,
0.8656441569328308,0.2543525993824005,0.842699408531189,0.29919424653053284,26.0,
0.867239236831665,0.2524159252643585,0.8604907989501953,0.2542102336883545,27.0,
0.861134946346283,0.2700386047363281,0.8425766825675964,0.30209022760391235,28.0,
0.8685889840126038,0.2501278221607208,0.84601229429245,0.28748831152915955,29.0,
0.8673619627952576,0.24980765581130981,0.8471165895462036,0.27714502811431885,30.0,
0.8681595325469971,0.25106218457221985,0.8520245552062988,0.27609291672706604,31.0,
0.8650000095367432,0.2601092755794525,0.8455214500427246,0.2814010679721832,32.0,
0.866871178150177,0.2488321214914322,0.8494478464126587,0.27397581934928894,33.0,
0.8694171905517578,0.25019192695617676,0.8473619818687439,0.3263773024082184,34.0,
0.8648772835731506,0.2587873041629791,0.8492024540901184,0.28688710927963257,35.0,
0.8684969544410706,0.2521415948867798,0.8418405055999756,0.30730924010276794,36.0,
0.8694171905517578,0.2520754635334015,0.8458895683288574,0.2962885797023773,37.0,
0.8711656332015991,0.2411317229270935,0.8489570617675781,0.29546189308166504,38.0,
0.8681288361549377,0.24596627056598663,0.854969322681427,0.2721593379974365,39.0,
0.8696932792663574,0.24661418795585632,0.8495705723762512,0.2879330813884735,40.0,
0.8707975745201111,0.24415890872478485,0.8220859169960022,0.37669703364372253,41.0,
0.8675153255462646,0.24476924538612366,0.8435583114624023,0.3082066774368286,42.0,
0.8696932792663574,0.24691106379032135,0.8515337705612183,0.3022674322128296,43.0,
0.8706748485565186,0.240696981549263,0.8317791223526001,0.37164387106895447,44.0,
0.8688957095146179,0.2440076470375061,0.8560736179351807,0.2665451169013977,45.0,
0.8689570426940918,0.2433280497789383,0.8527607321739197,0.2733169496059418,46.0,
0.8686503171920776,0.24427415430545807,0.8034355640411377,0.5725336074829102,47.0,
0.8643864989280701,0.2555297613143921,0.8284662365913391,0.3670271635055542,48.0,
0.8704600930213928,0.23985716700553894,0.8504294753074646,0.2728302776813507,49.0,
