0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
0.5189114391143912,0.5917573872472783,0.5380736258194655,0.48988326848249025,,0.6666666666666666,0.21947449768160743,,0.32978723404255317,0.2608695652173913,0.3333333333333333,0.38,,0.2222222222222222,0.2222222222222222,0.28629856850715746,,,0.25708502024291496,0.4567901234567901,0.4533533158486324,0.383843452082288
